"Product_Name","Image_Name","required_issue","business","unit","brand","category","sub_category","price"
"LACTOGEN Recovery","none","1","0","0","0","0","0","1"
"LACTOGEN1 Tin","none","1","0","0","0","0","0","1"
"LACTOGEN2 Tin","none","1","0","0","0","0","0","1"
"LACTOGEN3 Tin","none","1","0","0","0","0","0","1"
"LACTOGEN1 BIB","none","1","0","0","0","0","0","1"
"LACTOGEN2 BIB","none","1","0","0","0","0","0","1"
"LACTOGEN3 BIB","none","1","0","0","0","0","0","1"
"LACTOGEN-4 BIB","none","1","0","0","0","0","0","1"
"CERELAC BIB-W-3Fruits","none","1","0","0","0","0","0","1"
"CERELAC BIB-Wheat & Milk","none","1","0","0","0","0","0","1"
"CERELAC BIB-Rice & Milk","none","1","0","0","0","0","0","1"
"CERELAC BIB-Apple Cherry","none","1","0","0","0","0","0","1"
"Nestle CERELAC Rice & Carrot with Chicken 350gm BIB","none","1","0","0","0","0","0","1"
"CERELAC BIB-4 Fruits","none","1","0","0","0","0","0","1"
"CERELAC BIB-Wheat Apple Corn Flakes","none","1","0","0","0","0","0","1"
"CERELAC BIB Rice & Potato With Chicken","none","1","0","0","0","0","0","1"
"CERELAC-5 Fruits & Multi Grains BIB","none","1","0","0","0","0","0","1"
"NESTLE CEREGROW BIB 300gm BIB","none","1","0","0","0","0","0","1"
"Nestle Cerelac Wheat & Banana","none","1","0","0","0","0","0","1"
"Cerelac Baby Care Without Milk","none","1","0","0","0","0","0","1"
"NAN AL 110","none","1","0","0","0","0","0","1"
"NAN OPTIPRO-1 TIN","none","1","0","0","0","0","0","1"
"NAN OPTIPRO-2 TIN","none","1","0","0","0","0","0","1"
"NAN OPTIPRO 2 BIB","none","1","0","0","0","0","0","1"
"NAN OPTIPRO-3 BIB","none","1","0","0","0","0","0","1"
"NAN OPTIPRO-4 BIB","none","1","0","0","0","0","0","1"
"PRE-NAN TIN","none","1","0","0","0","0","0","1"
"NIDO 1+ PREBIO 1 BIB","none","1","0","0","0","0","0","1"
"NIDO 3+ PREBIO 3 BIB","none","1","0","0","0","0","0","1"
"NIDO Fortigrow BIB","none","1","0","0","0","0","0","1"
"NIDO Fortigrow Pouch","none","1","0","0","0","0","0","1"
"NIDO Fortigrow BIB - 01","none","1","0","0","0","0","0","1"
"NIDO Fortigrow Tin","none","1","0","0","0","0","0","1"
"NIDO Fortigrow Tin - 01","none","1","0","0","0","0","0","1"
"Nestlé Everyday Pouch","none","1","0","0","0","0","0","1"
"COFFEE-MATE NDC Jar","none","1","0","0","0","0","0","1"
"COFFEE-MATE NDC BIB","none","1","0","0","0","0","0","1"
"NESTLE FRUITA VITALS CHAUNSA MANGO NECTAR","none","1","0","0","0","0","0","1"
"NESTLE FRUITA VITALS APPLE","none","1","0","0","0","0","0","1"
"NESTLE GOLD CORN FLAKES","none","1","0","0","0","0","0","1"
"NESTLE KOKO KRUNCH","none","1","0","0","0","0","0","1"
"NESTLE KOKO KRUNCH DUO","none","1","0","0","0","0","0","1"
"NESTLE KOKO KRUNCH - 01","none","1","0","0","0","0","0","1"
"KOKO KRUNCH Cereal Pouch","none","1","0","0","0","0","0","1"
"KOKO KRUNCH Flow Pack","none","1","0","0","0","0","0","1"
"MILO Cereal BIB","none","1","0","0","0","0","0","1"
"Nestle Milo 400gm Tin","none","1","0","0","0","0","0","1"
"MILO Pouch Pack250gm","none","1","0","0","0","0","0","1"
"Milo 3in 1 Active Go Sac Pack","none","1","0","0","0","0","0","1"
"NESCAFE GOLD BLEND Sgnt Jar 24x50g GB","none","1","0","0","0","0","0","1"
"NESCAFE GOLD BLEND Sgnt Jar 24x100g GB","none","1","0","0","0","0","0","1"
"NESCAFE CLASSIC Jar 24x50g","none","1","0","0","0","0","0","1"
"NESCAFE CLASSIC Jar 24x100g","none","1","0","0","0","0","0","1"
"NESCAFE CLASSIC Jar 12x200g","none","1","0","0","0","0","0","1"
"NESCAFE CLASSIC Pouch 36x200g","none","1","0","0","0","0","0","1"
"NESCAFE 3in1 14g","none","1","0","0","0","0","0","1"
"Nescafe 3in1 18g Creamy Latte","none","1","0","0","0","0","0","1"
"MAGGI 2-MINN Fort Jumbo- Masala","none","1","0","0","0","0","0","1"
"MAGGI 2-MINN Fort Sumo- Masala","none","1","0","0","0","0","0","1"
"MAGGI 2-MINN Double Decar","none","1","0","0","0","0","0","1"
"MAGGI 2-MINN Masala 6x(16x62)g","none","1","0","0","0","0","0","1"
"MAGGI Masala Blast","none","1","0","0","0","0","0","1"
"MAGGI Masala Blast -01","none","1","0","0","0","0","0","1"
"MAGGI 2-MNN BK Sweet chili","none","1","0","0","0","0","0","1"
"MAGGI 2-MNN BK Sweet chili -01","none","1","0","0","0","0","0","1"
"MAGGI HLTH SOUP (Regular) CK Corn","none","1","0","0","0","0","0","1"
"MAGGI HLTH SOUP (Regular)Thai","none","1","0","0","0","0","0","1"
"MAGGI HLTH SOUP (Regular) Vegetable","none","1","0","0","0","0","0","1"
"MAGGI Shaad-e-Magic","none","1","0","0","0","0","0","1"
"MAGGI Saad E Magic (12 pcs Combo)","none","1","0","0","0","0","0","1"
"MAGGI Fried Rice Seasoning","none","1","0","0","0","0","0","1"
"MAGGI Fried Rice seas Multipack.","none","1","0","0","0","0","0","1"
"MAGGI Oyster Sauce","none","1","0","0","0","0","0","1"
"MAGGI Soya Sauce","none","1","0","0","0","0","0","1"
"Nestea Lemon Poly Pack","none","1","0","0","0","0","0","1"
"Polo Mint Roll","none","1","0","0","0","0","0","1"
"Nestea Milk Poly Pack","none","1","0","0","0","0","0","1"
"Maggi Coconut Milk Powder","none","1","0","0","0","0","0","1"
"Maggi Seasoning Chicken Stock Powder","none","1","0","0","0","0","0","1"