business,name,unit,per_unit_value,brand,category,sub_category,sub_category2,Vendor_Price,price,is_offer_enable,offer_price,featured_image,short_resolation_image,type,keywords,alert_quantity,sku,delivery_time,current_stock,enable_stock,shipping_charge,status,description,image1,image2,image3,image4,image5,image6
moushum,Moushum White Pepper 50gm,Piece,1,moushum,groceries,cooking-items,,90,100,0,,,,,,5,,,20,1,,active, <p>Collected from local farmers of Rajshahi. It is 100% organic and hygienic. White</p>,,,,,,
moushum,Moushum Raisin 100gm,Piece,1,moushum,groceries,cooking-items,,34,38,0,,,,,,5,,,20,1,,active, <p>Collected from local farmers of Rajshahi. It is 100% organic and hygienic.Yellow</p>,,,,,,
moushum,Moushum Raisin 200gm,Piece,1,moushum,groceries,cooking-items,,68,76,0,,,,,,5,,,40,1,,active, <p>Collected  from local farmers of Rajshahi. It is 100% organic and hygienic.Yellow</p>,,,,,,
moushum,Moushum Clove 100gm,Piece,1,moushum,groceries,cooking-items,,126,140,0,,,,,,5,,,20,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Clove 200gm,Piece,1,moushum,groceries,cooking-items,,252,280,0,,,,,,5,,,10,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Clove 250gm,Piece,1,moushum,groceries,cooking-items,,315,350,0,,,,,,5,,,16,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Dry Chili 100gm,Piece,1,moushum,groceries,cooking-items,,45,50,0,,,,,,5,,,15,1,,active,<p>Collected from local farmers of Rajshahi. It is 100% organic and hygienic.Red</p>,,,,,,
moushum,Moushum Dry Chili 200gm,Piece,1,moushum,groceries,cooking-items,,90,100,0,,,,,,5,,,10,1,,active,<p>Collected from local farmers of Rajshahi. It is 100% organic and hygienic.Red</p>,,,,,,
moushum,Moushum Dry Chili 250gm,Piece,1,moushum,groceries,cooking-items,,112,125,0,,,,,,5,,,70,1,,active,<p>Collected from local farmers of Rajshahi. It is 100% organic and hygienic.Red</p>,,,,,,
moushum,Moushum Javitri 50gm,Piece,1,moushum,groceries,cooking-items,,180,200,0,,,,,,5,,,10,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Panch Foron 100gm,Piece,1,moushum,groceries,cooking-items,,49,55,0,,,,,,5,,,10,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Mixed Color</p>,,,,,,
moushum,Moushum Panch Foron 200gm,Piece,1,moushum,groceries,cooking-items,,94,105,0,,,,,,5,,,10,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Mixed Color</p>,,,,,,
moushum,Moushum Panch Foron 250gm,Piece,1,moushum,groceries,cooking-items,,117,130,0,,,,,,5,,,12,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Mixed Color</p>,,,,,,
moushum,Moushum Musterd Flower Honey 250gm,Piece,1,moushum,groceries,breakfast,jam-honey-and-spreads,157,175,0,,,,,,5,,,20,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Musterd Flower Honey 500gm,Piece,1,moushum,groceries,breakfast,jam-honey-and-spreads,315,350,0,,,,,,5,,,20,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Musterd Flower Honey 1kg,Piece,1,moushum,groceries,breakfast,jam-honey-and-spreads,630,700,0,,,,,,5,,,20,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Litchi Flower Honey 250gm,Piece,1,moushum,groceries,breakfast,jam-honey-and-spreads,184,205,0,,,,,,5,,,20,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Litchi Flower Honey 500gm,Piece,1,moushum,groceries,breakfast,jam-honey-and-spreads,369,410,0,,,,,,5,,,20,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Litchi Flower Honey 1kg,Piece,1,moushum,groceries,breakfast,jam-honey-and-spreads,738,820,0,,,,,,5,,,20,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Liquid Date Jaggery 1kg,Piece,1,moushum,groceries,snacks-and-instant-food,candy-and-chocolate,270,300,0,,,,,,5,,,70,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Liquid Date Jaggery 500gm,Piece,1,moushum,groceries,snacks-and-instant-food,candy-and-chocolate,135,150,0,,,,,,5,,,28,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Liquid Date Jaggery 300gm,Piece,1,moushum,groceries,snacks-and-instant-food,candy-and-chocolate,81,90,0,,,,,,5,,,20,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Brown</p>,,,,,,
moushum,Moushum Black Cumin 250gm,Piece,1,moushum,groceries,cooking-items,,157,170,0,,,,,,5,,,16,1,,active,<p>Collectedfrom local farmers of Rajshahi. It is 100% organic and hygienic.Black</p>,,,,,,
moushum,Moushum Pure ghee 940 gm,Piece,1,moushum,groceries,cooking-items,,1530,1700,0,,,,,,5,,,50,1,,active, <p>Collected    from local farmers of Rajshahi. It is 100% organic and hygienic.Yellow</p>,,,,,,
tariftrade,Hitachi Refregarator R-M700VAGUC9X  (MIR) 650Lttr,Piece,1,hitachi,home-appliances,large-appliances,freezer,300000,375000,0,,,,,,5,,,10,1,,active,"<h2 class=""H2Product TechSpec"">&nbsp;</h2>
<div class=""BoxSpecListSet"">
<table class=""BoxSpecTable"">
<tbody>
<tr>
<th rowspan=""2"">Series</th>
<td>Side by Side</td>
</tr>
<tr>
<td>Grande</td>
</tr>
<tr>
<th>Door</th>
<td>3 Door</td>
</tr>
<tr>
<th>Type</th>
<td>No Frost</td>
</tr>
<tr>
<th>Energy Class</th>
<td>G</td>
</tr>
<tr>
<th rowspan=""3"">Gross Capacity (L)</th>
<td>Total: 633</td>
</tr>
<tr>
<td>Refrigerator: 384</td>
</tr>
<tr>
<td>Freezer: 249</td>
</tr>
<tr>
<th rowspan=""3"">Net Capacity (L)</th>
<td>Total: 569</td>
</tr>
<tr>
<td>Refrigerator: 362</td>
</tr>
<tr>
<td>Freezer: 207</td>
</tr>
<tr>
<th rowspan=""4"">Dimensions (mm)</th>
<td>&nbsp;</td>
</tr>
<tr>
<td>Width: 920</td>
</tr>
<tr>
<td>Height: 1,795</td>
</tr>
<tr>
<td>Depth: 720</td>
</tr>
<tr>
<th>Weight (Kg)</th>
<td>124</td>
</tr>
<tr>
<th>Consumption (kWh/year)</th>
<td>345</td>
</tr>
<tr>
<th rowspan=""6"">Refrigerator Compartment</th>
<td>Water Tank with Filter</td>
</tr>
<tr>
<td>Bottle and Wine Shelf</td>
</tr>
<tr>
<td>Tempered Glass Shelves</td>
</tr>
<tr>
<td>Dairy Pocket</td>
</tr>
<tr>
<td>LED Light</td>
</tr>
<tr>
<td>Quick Cooling</td>
</tr>
<tr>
<th rowspan=""2"">Vacuum Compartment</th>
<td>Vacuum Compartment (5.8L)</td>
</tr>
<tr>
<td>LED Light</td>
</tr>
<tr>
<th rowspan=""3"">Vegetable Compartment</th>
<td>Separate Vegetable Compartment</td>
</tr>
<tr>
<td>Super Moist Drawers 3</td>
</tr>
<tr>
<td>LED Light</td>
</tr>
<tr>
<th rowspan=""5"">Freezer Compartment</th>
<td>Automatic Ice-Maker</td>
</tr>
<tr>
<td>Quick Freezing</td>
</tr>
<tr>
<td>Tempered Glass Shelves</td>
</tr>
<tr>
<td>Drawers 3</td>
</tr>
<tr>
<td>LED Light</td>
</tr>
<tr>
<th rowspan=""9"">General Features</th>
<td>Ice &amp; Water Dispenser</td>
</tr>
<tr>
<td>Vacuum Insulation Panel (VIP)</td>
</tr>
<tr>
<td>Auto Door</td>
</tr>
<tr>
<td>Eco Monitoring Sensor</td>
</tr>
<tr>
<td>Eco Termo Sensor</td>
</tr>
<tr>
<td>Touch Screen Controller</td>
</tr>
<tr>
<td>Dual Sensing Control (wih Eco Thermo-Sensor)</td>
</tr>
<tr>
<td>Powerful Deodorization (Triple Power Filter)</td>
</tr>
<tr>
<td>Door Alarm</td>
</tr>
<tr>
<th>Common Features</th>
<td>Refrigerant R-600a / CFC-Free / HFC-Free / Moldproof Door Gasket</td>
</tr>
<tr>
<th>Colour</th>
<td>Glass Bronze (GBZ) / Diamond (DIA) / Mirror (MIR)</td>
</tr>
</tbody>
</table>
</div>",,,,,,
tariftrade,Hitachi Refregarator R-M700VAGUC9X (DIA) 650Lttr,Piece,1,hitachi,home-appliances,large-appliances,freezer,300000,375000,0,,,,,,5,,,10,1,,active,"<h2 class=""H2Product TechSpec"">&nbsp;</h2>
<div class=""BoxSpecListSet"">
<table class=""BoxSpecTable"">
<tbody>
<tr>
<th rowspan=""2"">Series</th>
<td>Side by Side</td>
</tr>
<tr>
<td>Grande</td>
</tr>
<tr>
<th>Door</th>
<td>3 Door</td>
</tr>
<tr>
<th>Type</th>
<td>No Frost</td>
</tr>
<tr>
<th>Energy Class</th>
<td>G</td>
</tr>
<tr>
<th rowspan=""3"">Gross Capacity (L)</th>
<td>Total: 633</td>
</tr>
<tr>
<td>Refrigerator: 384</td>
</tr>
<tr>
<td>Freezer: 249</td>
</tr>
<tr>
<th rowspan=""3"">Net Capacity (L)</th>
<td>Total: 569</td>
</tr>
<tr>
<td>Refrigerator: 362</td>
</tr>
<tr>
<td>Freezer: 207</td>
</tr>
<tr>
<th rowspan=""4"">Dimensions (mm)</th>
<td>&nbsp;</td>
</tr>
<tr>
<td>Width: 920</td>
</tr>
<tr>
<td>Height: 1,795</td>
</tr>
<tr>
<td>Depth: 720</td>
</tr>
<tr>
<th>Weight (Kg)</th>
<td>124</td>
</tr>
<tr>
<th>Consumption (kWh/year)</th>
<td>345</td>
</tr>
<tr>
<th rowspan=""6"">Refrigerator Compartment</th>
<td>Water Tank with Filter</td>
</tr>
<tr>
<td>Bottle and Wine Shelf</td>
</tr>
<tr>
<td>Tempered Glass Shelves</td>
</tr>
<tr>
<td>Dairy Pocket</td>
</tr>
<tr>
<td>LED Light</td>
</tr>
<tr>
<td>Quick Cooling</td>
</tr>
<tr>
<th rowspan=""2"">Vacuum Compartment</th>
<td>Vacuum Compartment (5.8L)</td>
</tr>
<tr>
<td>LED Light</td>
</tr>
<tr>
<th rowspan=""3"">Vegetable Compartment</th>
<td>Separate Vegetable Compartment</td>
</tr>
<tr>
<td>Super Moist Drawers 3</td>
</tr>
<tr>
<td>LED Light</td>
</tr>
<tr>
<th rowspan=""5"">Freezer Compartment</th>
<td>Automatic Ice-Maker</td>
</tr>
<tr>
<td>Quick Freezing</td>
</tr>
<tr>
<td>Tempered Glass Shelves</td>
</tr>
<tr>
<td>Drawers 3</td>
</tr>
<tr>
<td>LED Light</td>
</tr>
<tr>
<th rowspan=""9"">General Features</th>
<td>Ice &amp; Water Dispenser</td>
</tr>
<tr>
<td>Vacuum Insulation Panel (VIP)</td>
</tr>
<tr>
<td>Auto Door</td>
</tr>
<tr>
<td>Eco Monitoring Sensor</td>
</tr>
<tr>
<td>Eco Termo Sensor</td>
</tr>
<tr>
<td>Touch Screen Controller</td>
</tr>
<tr>
<td>Dual Sensing Control (wih Eco Thermo-Sensor)</td>
</tr>
<tr>
<td>Powerful Deodorization (Triple Power Filter)</td>
</tr>
<tr>
<td>Door Alarm</td>
</tr>
<tr>
<th>Common Features</th>
<td>Refrigerant R-600a / CFC-Free / HFC-Free / Moldproof Door Gasket</td>
</tr>
<tr>
<th>Colour</th>
<td>Glass Bronze (GBZ) / Diamond (DIA) / Mirror (MIR)</td>
</tr>
</tbody>
</table>
</div>",,,,,,
tariftrade,Hitachi  French Door Refrigerator (RW720PUC1GBK) 580Ltr,Piece,1,hitachi,home-appliances,large-appliances,freezer,158000,209000,0,,,,,,5,,,10,1,,active,"<ul>
  <li>Product Type:Refrigerator</li>
  <li>Brand: Hitachi</li>
  <li>Model :RW720PUC1(GBK)</li>
  <li>Color :Multiple Colors</li>
  <li>Country of Origin: Japan</li>
  <li>Country of Assemble :Thailand</li>
  <li>Weight: 85.000000</li>
  <li>Dimension (WxDxH) :910 x 1835 x 727 mm</li>
  <li>Warranty: 2 years parts warranty, 5 years service warranty, Compressor covered in parts warranty</li>
</ul>",,,,,,
tariftrade,Hitachi Refrigerator R-WB710PUC9 (GBW) 465 Ltr,Piece,1,hitachi,home-appliances,large-appliances,freezer,125000,179000,0,,,,,,5,,,10,1,,active,"<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
<tbody>
<tr>
<th class=""col label"" scope=""row"">Brand</th>
<td class=""col data"" data-th=""Brand"">Hitachi</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Model</th>
<td class=""col data"" data-th=""Model"">R-WB710PUC9(GBK)</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Refrigerator Type</th>
<td class=""col data"" data-th=""Refrigerator Type"">Side-by-Side</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Number of Doors</th>
<td class=""col data"" data-th=""Number of Doors"">3 Doors</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">&nbsp;</th>
<td class=""col data"" data-th=""Defrosting Type"">&nbsp;</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Features</th>
<td class=""col data"" data-th=""Features"">Smart Refrigerator</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Energy Rating (Star)</th>
<td class=""col data"" data-th=""Energy Rating (Star)"">Inverter Technology</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Total Capacity (Litres)</th>
<td class=""col data"" data-th=""Total Capacity (Litres)"">435</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Door Lock</th>
<td class=""col data"" data-th=""Door Lock"">No</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Color</th>
<td class=""col data"" data-th=""Color"">Black</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Country of Origin</th>
<td class=""col data"" data-th=""Country of Origin"">Japan</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Country of Assemble</th>
<td class=""col data"" data-th=""Country of Assemble"">Thailand</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Weight</th>
<td class=""col data"" data-th=""Weight"">90.000000</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Dimension (WxDxH)</th>
<td class=""col data"" data-th=""Dimension (WxDxH)"">75.5 cm,76 cm ,178 cm</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Delivery</th>
<td class=""col data"" data-th=""Delivery"">Free delivery in Dhaka and Chattogram cities</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Warranty</th>
<td class=""col data"" data-th=""Warranty"">2 years parts warranty</td>
</tr>
</tbody>
</table>",,,,,,
tariftrade,Hitachi Refrigerator R-WB710PUC9 (GBK),Piece,1,hitachi,home-appliances,large-appliances,freezer,125000,179000,0,,,,,,5,,,10,1,,active,"<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
<tbody>
<tr>
<th class=""col label"" scope=""row"">Brand</th>
<td class=""col data"" data-th=""Brand"">Hitachi</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Model</th>
<td class=""col data"" data-th=""Model"">R-WB710PUC9(GBK)</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Refrigerator Type</th>
<td class=""col data"" data-th=""Refrigerator Type"">Side-by-Side</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Number of Doors</th>
<td class=""col data"" data-th=""Number of Doors"">3 Doors</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Defrosting Type</th>
<td class=""col data"" data-th=""Defrosting Type"">&nbsp;</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Features</th>
<td class=""col data"" data-th=""Features"">Smart Refrigerator</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Energy Rating (Star)</th>
<td class=""col data"" data-th=""Energy Rating (Star)"">Inverter Technology</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Total Capacity (Litres)</th>
<td class=""col data"" data-th=""Total Capacity (Litres)"">435</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Door Lock</th>
<td class=""col data"" data-th=""Door Lock"">No</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Color</th>
<td class=""col data"" data-th=""Color"">Black</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Country of Origin</th>
<td class=""col data"" data-th=""Country of Origin"">Japan</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Country of Assemble</th>
<td class=""col data"" data-th=""Country of Assemble"">Thailand</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Weight</th>
<td class=""col data"" data-th=""Weight"">90.000000</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Dimension (WxDxH)</th>
<td class=""col data"" data-th=""Dimension (WxDxH)"">75.5 cm,76 cm ,178 cm</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Delivery</th>
<td class=""col data"" data-th=""Delivery"">Free delivery in Dhaka and Chattogram cities</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Warranty</th>
<td class=""col data"" data-th=""Warranty"">2 years parts warranty</td>
</tr>
</tbody>
</table>",,,,,,
tariftrade,Hitachi 4-Door Refrigerator (RW-660PUC7) 660 Ltr ,Piece,1,hitachi,home-appliances,large-appliances,freezer,130000,187000,0,,,,,,5,,,10,1,,active,"<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
<tbody>
<tr>
<th class=""col label"" scope=""row"">Brand</th>
<td class=""col data"" data-th=""Brand"">Hitachi</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Model</th>
<td class=""col data"" data-th=""Model"">RW-660PUC7</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Number of Doors</th>
<td class=""col data"" data-th=""Number of Doors"">4 Doors</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Defrosting Type</th>
<td class=""col data"" data-th=""Defrosting Type"">&nbsp;</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Door Lock</th>
<td class=""col data"" data-th=""Door Lock"">No</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Color</th>
<td class=""col data"" data-th=""Color"">Black</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Country of Origin</th>
<td class=""col data"" data-th=""Country of Origin"">Japan</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Country of Assemble</th>
<td class=""col data"" data-th=""Country of Assemble"">Thailand</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Weight</th>
<td class=""col data"" data-th=""Weight"">220.000000</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Delivery</th>
<td class=""col data"" data-th=""Delivery"">Delivery countrywide,</td>
</tr>
<tr>
<th class=""col label"" scope=""row"">Warranty</th>
<td class=""col data"" data-th=""Warranty"">2 years parts warranty, 5 years service warranty, Compressor covered in parts warranty</td>
</tr>
</tbody>
</table>",,,,,,
fogg,Fogg Body Spray Combo-1,Piece,3,fogg,health-and-beauty-1,fragrances,,829,975,0,,,,,,5,,,100,1,,active,"<p>Body Spray Nepoleon 120ml</p>
<p>Body Spray Majestic 120ml</p>
<p>Body Spray Monarch 120ml</p>
<ul>
<li>Packaging Size 120 ml&nbsp;</li>
<li>Gender Male&nbsp;</li>
<li>Brand Fogg</li>
<li>&nbsp;Fragrance Lavender Shelf Life 36 Months</li>
<li>Fogg Radiate Deodorant spray is formulated to provide complete protection from body odor</li>
<li>Infused with sweat prevention properties this deodorant spray helps to control sweat</li>
<li>Invigorating fragrance stays on your skin for long hours and keeps you smelling good till the end of the day</li>
<li>This deodorant doesn&acirc;t cause any irritation to the skin and leaves no stain on clothes</li>
<li>Ensures 800 sprays</li>
<li>&acirc;NO GAS&acirc; formula</li>
<li>Long lasting fragrance that lasts for 10-12 hours</li>
</ul>",,,,,,
fogg,Fogg Body Spray Combo-2,Piece,3,fogg,health-and-beauty-1,fragrances,,829,975,0,,,,,,5,,,100,1,,active,"<p>Body Spray Women Essence 120ml</p>
<p>Body Spray Women Paradise 120ml</p>
<p>Body Spray Women Radiate 120ml</p>
<ul>
<li>Packaging Size 120 ml&nbsp;</li>
<li>Gender Women</li>
<li>Brand Fogg</li>
<li>&nbsp;Fragrance Lavender Shelf Life 36 Months</li>
<li>Fogg Radiate Deodorant spray is formulated to provide complete protection from body odor</li>
<li>Infused with sweat prevention properties this deodorant spray helps to control sweat</li>
<li>Invigorating fragrance stays on your skin for long hours and keeps you smelling good till the end of the day</li>
<li>This deodorant doesn&acirc;t cause any irritation to the skin and leaves no stain on clothes</li>
<li>Ensures 800 sprays</li>
<li>&acirc;NO GAS&acirc; formula</li>
<li>Long lasting fragrance that lasts for 10-12 hours</li>
</ul>",,,,,,
fogg,Fogg Black Series Combo-3,Piece,3,fogg,health-and-beauty-1,fragrances,,982,1155,0,,,,,,5,,,100,1,,active,"<p>Black Series - Aromatic 120ml</p>
<p>Black Series - Woody 120ml</p>
<p>Black Series - Oriental120ml</p>
<ul>
<li>Packaging Size 120 ml&nbsp;</li>
<li>Gender men</li>
<li>Brand Fogg</li>
<li>&nbsp;Fragrance Lavender Shelf Life 36 Months</li>
<li>Fogg Radiate Deodorant spray is formulated to provide complete protection from body odor</li>
<li>Infused with sweat prevention properties this deodorant spray helps to control sweat</li>
<li>Invigorating fragrance stays on your skin for long hours and keeps you smelling good till the end of the day</li>
<li>This deodorant doesn&acirc;t cause any irritation to the skin and leaves no stain on clothes</li>
<li>Ensures 800 sprays</li>
<li>&acirc;NO GAS&acirc; formula</li>
<li>Long lasting fragrance that lasts for 10-12 hours</li>
</ul>",,,,,,
fogg,Fogg Bleu Series Combo-4,Piece,3,fogg,health-and-beauty-1,fragrances,,1109,1305,0,,,,,,5,,,100,1,,active,"<p>Bleu Series - Forest 120ml</p>
<p>Bleu Series - Skies 120ml</p>
<p>Bleu Series - Spring 120ml</p>
<ul>
<li>Packaging Size 120 ml&nbsp;</li>
<li>Gender men</li>
<li>Brand Fogg</li>
<li>&nbsp;Fragrance Lavender Shelf Life 36 Months</li>
<li>Fogg Radiate Deodorant spray is formulated to provide complete protection from body odor</li>
<li>Infused with sweat prevention properties this deodorant spray helps to control sweat</li>
<li>Invigorating fragrance stays on your skin for long hours and keeps you smelling good till the end of the day</li>
<li>This deodorant doesn&acirc;t cause any irritation to the skin and leaves no stain on clothes</li>
<li>Ensures 800 sprays</li>
<li>&acirc;NO GAS&acirc; formula</li>
<li>Long lasting fragrance that lasts for 10-12 hours</li>
</ul>",,,,,,
fogg,Ossum Body Mist Combo-5,Piece,3,fogg,health-and-beauty-1,fragrances,,765,900,0,,,,,,5,,,100,1,,active,"<p>Ossum Body Mist - Peach 120ml </p>
<p>Ossum Body Mist - Blueberry 120ml</p>
<p> Ossum Body Mist - Green Tea 120ml</p>
<ul>
  <li>Long Lasting Fragrance</li>
  <li>Gender: Women</li>
  <li>Type: Body Spray</li>
  <li>Top Notes: Fresh Fragrance Family</li>
</ul>",,,,,,
fogg,Ossum Body Spray Combo-6,Piece,3,fogg,health-and-beauty-1,fragrances,,829,975,0,,,,,,5,,,100,1,,active,"<p>Ossum Body Spray - Appeal 120ml </p>
<p>Ossum Body Spray - Desire 120ml</p>
<p> Ossum Body Spray - Teaser 120ml</p>
<ul>
  <li>Long Lasting Fragrance</li>
  <li>Gender: Women</li>
  <li>Type: Body Spray</li>
  <li>Top Notes: Fresh Fragrance Family</li>
</ul>",,,,,,
sarkerengineering,OLEVS Quartz Wrist Watch Multi Time Zone Sport Genuine Leather Brown gold - 2871 A,Piece,1,olevs,fashion,watches-and-accessories,men's-watch,1200,2500,0,,,,,,5,,,10,1,,active,,,,,,,
sarkerengineering,OLEVS Quartz Wrist Watch Multi Time Zone Sport Genuine Leather Brown gold Black - OLV 2871 B,Piece,1,olevs,fashion,watches-and-accessories,men's-watch,1200,2500,0,,,,,,5,,,10,1,,active,,,,,,,
sarkerengineering,OLEVS Quartz Wrist Watch Multi Time Zone Sport Genuine Leather Black - OLV 2871 C,Piece,1,olevs,fashion,watches-and-accessories,men's-watch,1200,2500,0,,,,,,5,,,10,1,,active,,,,,,,
sarkerengineering,OLEVS Fashion Waterproof 2021 Stainless Steel Strap Wristwatch - 5563 W,Piece,1,olevs,fashion,watches-and-accessories,men's-watch,1100,2250,0,,,,,,5,,,10,1,,active,,,,,,,
sarkerengineering,OLEVS Fashion Waterproof  2021 Stainless Steel Strap Wristwatch - 5563 B,Piece,1,olevs,fashion,watches-and-accessories,men's-watch,1100,2250,0,,,,,,5,,,10,1,,active,,,,,,,
sarkerengineering,WISHDOIT 156-B Casual Sports Watch Waterproof Stainless Steel Wrist Watch 2021,Piece,1,wishdoit,fashion,watches-and-accessories,men's-watch,1800,4500,0,,,,,,5,,,10,1,,active,,,,,,,
sarkerengineering,WISHDOIT 156 Casual Sports Watch Waterproof Stainless Steel Wrist Watch 2021,Piece,1,wishdoit,fashion,watches-and-accessories,men's-watch,1800,4500,0,,,,,,5,,,10,1,,active,,,,,,,
