business,name,per_unit_value,unit,brand,category,sub_category,sub_category2,vendor_price,price,is_offer_enable,offer_price,featured_image,short_resolation_image,type,keywords,alert_quantity,sku,delivery_time,status,enable_stock,current_stock,description,shipping_charge,image1,image2,image3,image4,image5,image6
squarefood&beverageltd.,Ruchi Chanachur - BBQ-80gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,16,  18 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand: Square.</li>
<li>Net Weight: 80gm.</li>
<li>Good quality product.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Ruchi Chanachur - BBQ-150gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,37,  43 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand: Square.</li>
<li>Net Weight: 150gm.</li>
<li>Good quality product.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Ruchi Chanachur - BBQ-300gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,70,  80 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand: Square.</li>
<li>Net Weight: 300gm.</li>
<li>Good quality product.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Ruchi Chanachur - BBQ-500gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,108,  120 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"""<ul>
<li>Brand: Square.</li>
<li>Net Weight: 500gm.</li>
<li>Good quality product.</li>
</ul>""",,,,,,,
squarefood&beverageltd.,Ruchi Fried Dal - Regular-20gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,4,  5 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand: Square.</li>
<li>Net Weight: 20gm.</li>
<li>Good quality product.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Ruchi Fried Dal - Regular-30gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,7,  8 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand: Square.</li>
<li>Net Weight: 30gm.</li>
<li>Good quality product.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Ruchi Fried Dal - BBQ-30gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,7,  8 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand: Square.</li>
<li>Net Weight: 30gm.</li>
<li>Good quality product.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Ruchi Jhuribhaja-20gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,4,  5 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 20gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Chira Bhaja-35gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,7,  8 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 35gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Jhal Muri-35gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,9,  10 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 35gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Potato Crackers - BBQ-10gm,1,Packet,ruchi,groceries,snacks-and-instant-food,chips-and-pretzels,4,  5 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 10gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Potato Crackers - BBQ-22gm,1,Packet,ruchi,groceries,snacks-and-instant-food,chips-and-pretzels,8,  10 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 22gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Potato Crackers - Thai Sweet Chili  -10gm,1,Packet,ruchi,groceries,snacks-and-instant-food,chips-and-pretzels,4,  5 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 10gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Potato Crackers - Thai Sweet Chili  -22gm,1,Packet,ruchi,groceries,snacks-and-instant-food,chips-and-pretzels,8,  10 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 22gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Muri-250gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,31,  36 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 250gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Muri-500 gm,1,Packet,ruchi,groceries,snacks-and-instant-food,local-snacks,56,  63 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 500gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Orange Jam-250 gm,1,Packet,ruchi,groceries,breakfast,jam-honey-and-spreads,60,  70 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 250gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Orange Jam-480gm,1,Packet,ruchi,groceries,breakfast,jam-honey-and-spreads,115,  130 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 480gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Mixed Fruit Jam-250 gm,1,Packet,ruchi,groceries,breakfast,jam-honey-and-spreads,60,  70 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 250gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Mixed Fruit Jam-480 gm,1,Packet,ruchi,groceries,breakfast,jam-honey-and-spreads,115,  130 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 480gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Pickle - Mango-400gm,1,Packet,ruchi,groceries,cooking-items,pickles,112,  130 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 400gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Pickle - Mango-200gm,1,Packet,ruchi,groceries,cooking-items,pickles,60,  70 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 200gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Pickle - Mango-1 Kg,1,Packet,ruchi,groceries,cooking-items,pickles,230,  280 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 1kg.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Pickle - Garlic-200gm,1,Packet,ruchi,groceries,cooking-items,pickles,112,  130 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 200gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Pickle - Olive-400gm,1,Packet,ruchi,groceries,cooking-items,pickles,112,  130 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 400gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Pickle - Olive-1 Kg,1,Packet,ruchi,groceries,cooking-items,pickles,230,  280 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 1kg.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Pickle - Mixed-400 gm,1,Packet,ruchi,groceries,cooking-items,pickles,112,  130 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 400gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Pickle - Alubukhara-200 gm,1,Packet,ruchi,groceries,cooking-items,pickles,161,  185 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 200gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Pickle - Alubukhara-400 gm,1,Packet,ruchi,groceries,cooking-items,pickles,267,  300 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 400gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Pickle - Chalta-400 gm,1,Packet,ruchi,groceries,cooking-items,pickles,112,  130 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 400gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Chutney - Tamarind-20gm,1,Packet,ruchi,groceries,cooking-items,pickles,4,  5 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 20gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Chutney - Boroi-20gm,1,Packet,ruchi,groceries,cooking-items,pickles,4,  5 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 20gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Chutney - Mixed-450gm,1,Packet,ruchi,groceries,cooking-items,pickles,98,  115 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 450gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Red Chili Sauce-10gm,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,2,  3 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 10gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Red Chilli Sauce-360gm,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,80,  100 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 360gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Red Chilli Sauce-5kg,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,560,  620 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 5kg.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Tomato Ketchup-10gm,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,2,  3 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 10gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Tomato Ketchup-350gm,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,75,  90 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 350gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Tomato Ketchup-1kg,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,155,  190 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 1kg.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Tomato Ketchup-5kg,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,500,  560 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 1kg.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Hot Tomato Sauce-10gm,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,2,  3 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 10gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Hot Tomato Sauce-350gm,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,75,  90 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 350gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Hot Tomato Sauce-1kg,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,155,  190 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 1kg.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Hot Tomato Sauce-5kg,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,500,  560 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 5kg.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Tamarind Sauce-370gm,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,100,  120 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 370gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Tamarind Sauce-5kg,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,500,  620 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 5kg.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Ruchi Sweet Chilli Sauce-350 gm,1,Packet,ruchi,groceries,snacks-and-instant-food,sauces,100,  120 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,<ul> <li>Brand: Square.</li> <li>Net Weight: 350gm.</li> <li>Good quality product.</li> </ul>,,,,,,,
squarefood&beverageltd.,Chashi Aromatic Chinigura Rice-1 Kg,1,Packet,chashi,groceries,cooking-items,rice,105,  125 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Product Type:&nbsp;Aromatic Chinigura Rice</li>
<li>Brand:&nbsp;Chashi</li>
<li>Size:&nbsp;Pack of 1kg</li>
</ul>",,,,,,,
squarefood&beverageltd.,Chashi Aromatic Chinigura Rice-2 Kg,1,Packet,chashi,groceries,cooking-items,rice,205,  240 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Product Type:&nbsp;Aromatic Chinigura Rice</li>
<li>Brand:&nbsp;Chashi</li>
<li>Size:&nbsp;Pack of 2kg</li>
</ul>",,,,,,,
squarefood&beverageltd.,Chashi Aromatic Chinigura Rice-5 Kg,1,Packet,chashi,groceries,cooking-items,rice,505,  575 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand: Square.</li>
<li>Net Weight: 5kg.</li>
<li>Good quality product.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Chopstick Instant Noodles - Yummy Masala-248gm,1,Packet,chopstick,groceries,snacks-and-instant-food,noodles,60,  70 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"""<ul>
<li>Brand Chopstick</li>
<li>Weight 248gm</li>
<li>Chopstick Instant Noodles Enriched With Iodine, Protein, Calcium &amp; Iron.</li>
</ul>""",,,,,,,
squarefood&beverageltd.,Chopstick Instant Noodles - Yummy Masala-496gm,1,Packet,chopstick,groceries,snacks-and-instant-food,noodles,118,  135 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand Chopstick</li>
<li>Weight 496gm</li>
<li>Chopstick Instant Noodles Enriched With Iodine, Protein, Calcium &amp; Iron.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Chopstick Instant Noodles - Yummy Masala-744gm,1,Packet,chopstick,groceries,snacks-and-instant-food,noodles,173,  200 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand Chopstick</li>
<li>Weight 12 pack 744 gm</li>
<li>Chopstick Instant Noodles Enriched With Iodine, Protein, Calcium &amp; Iron.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Chopstick Instant Noodles - Deshi Masala-248gm,1,Packet,chopstick,groceries,snacks-and-instant-food,noodles,60,  70 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"""<ul>
<li>Brand Chopstick</li>
<li>Weight 248gm</li>
<li>Chopstick Instant Noodles Enriched With Iodine, Protein, Calcium &amp; Iron.</li>
</ul>""",,,,,,,
squarefood&beverageltd.,Chopstick Instant Noodles - Deshi Masala-496gm,1,Packet,chopstick,groceries,snacks-and-instant-food,noodles,118,  135 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand Chopstick</li>
<li>Weight 496gm</li>
<li>Chopstick Instant Noodles Enriched With Iodine, Protein, Calcium &amp; Iron.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Chopstick Instant Noodles - Deshi Masala-744gm,1,Packet,chopstick,groceries,snacks-and-instant-food,noodles,173,  200 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand Chopstick</li>
<li>Weight 12 pack 744 gm</li>
<li>Chopstick Instant Noodles Enriched With Iodine, Protein, Calcium &amp; Iron.</li>
</ul>",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,