business,name,unit,per_unit_value,brand,category,sub_category,sub_category2,vendor_price,price,is_offer_enable,offer_price,featured_image,short_resolation_image,slug,type,keywords,alert_quantity,sku,delivery_time,status,enable_stock,current_stock,description,shipping_charge,image1,image2,image3,image4,image5,image6
akcollection,sunglass-not-unique 51,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 52,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1280,1536,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 53,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1480,1776,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 54,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1080,1296,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 55,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 56,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1280,1536,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 57,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1080,1296,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 58,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1080,1296,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>polycarbonate -female -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 59,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 60,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1280,1536,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 61,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1280,1536,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 62,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1080,1296,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 63,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1080,1296,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 64,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1080,1296,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 65,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1080,1296,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 66,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1280,1536,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 67,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 68,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 69,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1280,1536,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 70,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 71,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 72,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 73,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1280,1536,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 74,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1280,1536,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 75,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1280,1536,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 76,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 77,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1080,1296,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 78,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1280,1536,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 79,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1080,1296,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>=polycarbonate -female -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 80,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 81,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1380,1656,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 82,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -female -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 83,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 84,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 85,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
akcollection,sunglass-not-unique 86,Piece,1,deshi-bazaar-eyewear-collections,fashion,watches-and-accessories,,1180,1416,,,,,,,"fashion,watches-and-accessories",10,,10080,active,1,100,<p>metal and polycarbonate -male and female both can wear it -Leather pouch / hard zipped case</p>,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,